[I]00:29:44.662 ================================================================================
[I]00:29:44.669                                    SGFDebuger                                   
[I]00:29:44.669 --------------------------------------------------------------------------------
[I]00:29:44.676 Time:	00:29:44.657 
[I]00:29:44.678 Path:	F:\Project\gad\Recording\Snaker2\Server\Apps\/ServerLog/
[I]00:29:44.685 ================================================================================
[I]00:29:44.690 > Program::InitDebuger() 
[I]00:29:44.724 > ServerManager::StartServer() 1
[I]00:29:44.731 > ServerConfig::ReadConfig() 
[I]00:29:44.766 > ZoneServer[1,4540]::Create() 
[I]00:29:44.780 > ZoneServer[1,4540]::Start() 
[I]00:29:44.784 > NetManager::Init() port:4540
[I]00:29:44.786 > Gateway::Init() port:4540
[I]00:29:44.788 > Gateway::Start() 
[I]00:29:44.817 > IPCConfig::ReadConfig() 
[I]00:29:44.831 > NetManager::AddListener() cmd:1, listener:OnlineManager.OnLoginReq
[I]00:29:44.832 > NetManager::AddListener() cmd:3, listener:OnlineManager.OnHeartBeatReq
[I]00:29:44.833 > RPCManagerBase::RegisterListener() OnlineManager
[I]00:29:44.833 > RPCManagerBase::RegisterListener() RoomManager
[I]00:29:44.834 > RPCManagerBase::RegisterListener() RoomManager
[I]00:29:44.835 > MainLoop::Run() 
[I]00:30:32.407 > OnlineManager::OnLoginReq() session:1, index:1, name:aa
[I]00:30:32.412 > NetManager::Send() index:1, cmd:2
[I]00:30:32.739 > NetManager::Send() index:2, cmd:4
[I]00:30:37.682 > NetManager::Send() index:3, cmd:4
[I]00:30:42.696 > NetManager::Send() index:4, cmd:4
[I]00:30:44.056 > NetManager::Invoke() ->Session<Cnt=1> NotifyRoomUpdate([<id:1, name:aaaa, owner:1, players:[<id:0, name:aa, userId:1, sid:1, isReady:True>]>])
[I]00:30:45.598 > IPCManager::Invoke() ->[2] StartGame([Snaker.GlobalData.Data.GameStartParam])
[I]00:30:45.852 > IPCManager::HandleMessage() [2]-> OnStartGame([[10, 9, 49, 50, 55, 46, 48, 46, 48, 46, 49, 16, 189, 35, 32, 66, 40, 152, 117, 48, 2, 72, 136, 14, 80, 1, 88, 1, 104, 1], [8, 1, 24, 0, 32, 1]])
[I]00:30:45.867 > NetManager::Invoke() ->Session[1] NotifyGameStart([Snaker.GlobalData.Data.PVPStartParam])
[I]00:30:47.704 > NetManager::Send() index:5, cmd:4
[I]00:30:52.710 > NetManager::Send() index:6, cmd:4
[I]00:30:57.719 > NetManager::Send() index:7, cmd:4
[I]00:31:02.727 > NetManager::Send() index:8, cmd:4
[I]00:31:07.739 > NetManager::Send() index:9, cmd:4
[I]00:31:12.746 > NetManager::Send() index:10, cmd:4
[I]00:31:17.761 > NetManager::Send() index:11, cmd:4
[I]00:31:22.772 > NetManager::Send() index:12, cmd:4
[I]00:31:27.786 > NetManager::Send() index:13, cmd:4
[I]00:31:32.801 > NetManager::Send() index:14, cmd:4
[I]00:31:37.804 > NetManager::Send() index:15, cmd:4
[I]00:31:42.811 > NetManager::Send() index:16, cmd:4
[I]00:31:47.812 > NetManager::Send() index:17, cmd:4
[I]00:31:52.812 > NetManager::Send() index:18, cmd:4
[I]00:31:57.822 > NetManager::Send() index:19, cmd:4
[I]00:32:02.823 > NetManager::Send() index:20, cmd:4
[I]00:32:07.833 > NetManager::Send() index:21, cmd:4
